"Name","rating","review"
"Amazon Customer","5","Well packed got in Rs90. Happy"
"Amazon Customer","5","Very very good book...I never read a book like this...so easy to read understand..... inspiring to great lives....from this book reading I become fan of Robin sharma."
"ASWINI PRIYANKA","5","Very thoughtful and book for life 📖"
"Ravi","5","Good"
"Vishal Kumar","4","Brilliant lessons of life.But paper quality is bad."
"Amazon Customer","5","This is an amazing self help book that guides you to take better decisions in life and helps in changing perception for better tomorrow."
"Amazon Customer","4","Short chapter. Easy read and apply strategy."
"Suraj","5","No words to say .Excellent and Brilliant book"
"Manisha","5","Excellent product"
"Rohit singh","5","Wonderful book written in simple language and filled with no. of quotations that add fuel to understanding the lessons and retaining them for a long period."
"Bharath","5","Interesting and it is book that reminds you the things u have lost doing or it is the book that brings you to the right track. Thank u Robin and Amazon"
"nisha shibu","5","Thankful to the author for this great book. . Thank you once again. . Very good book,  worth reading"
"Tsering","3","The title of the book is very attractive but the contents and the title of the book do not seem to be matching.That s what i felt so.No doubt the book is very good to read and enlightening.."
"Raju Nath","4","I have no words how good is my experience with this book. Just  out of this world writing and thoughts. Extremely happy with the content 😄😄"
"Villvanathan","5","Every person should read this book..amazing book the every page you turn you learn something...must must read book..for your self development"
"Pradeep","5","A great motivation for the book lovers who have just started their journey for reading books. A life-changing experience the art of living..."
"Kindle Customer","4","Every chapter is brillantly written..following each chapter in true spirit will transform the life..this book is to be read again and again.."
"Harash kumar","4","It is good book. But don't read if u have already read the monk who sold his Ferrari."
"debashree chatterjee","4","You all should read it. Really its worthy . But the cover in this has is different . I got small one ."
"Gopi N","4","Good"
"Prasant Kumar","5","Gives you a deeper insight about your life, makes you think about what you have done so far and what you should do.Shipping and packaging were good as usual."
"Abhishek Singh","5","Nc"
"Ramanuj Datta","5","Not for thorough reading, read when you need and get energised."
"Namrata Dash","4","A series of life changing steps that needs to followed thoroughly. I enjoyed it throughout. Will suggest everyone to buy two copies. One to keep and other to share.🙂"
"Sushree Y.","2","Didn't reach to the expectation. The content and the title have no relation at all. But definitely has some inspiring quotes."
"Akshay pangare","5","Best book to read, it help to clear the concepts and thought, and teach u how small small things matters the most in life."
"www.gauravkhurana.in","4","Very Nice book by Robin Sharma, Has very small chapters.. which can be cover in very less time. You can develop some good habbits by getting inspired by this book"
"Rahul Samarthapu","5","Very good book....."
"Amazon Customer","5","Good one to read as it is in a very lucid format."
"Biresh panda","5","Very very inspirational book."
"Parthajit Roy","5","Every Guy Should Know these things....."
"GOUTAM DAS","5","Very impressive."
"Arun palanisamy","5","🤔"
"Arpit","5","Inspiring and motivating piece of Book, very aptly described about how once can transform and why One Should Transform in his or her Life."
"siddharth rathore","5","It motivates me more than anything else. I would recommend it everyone who has started reading Books. It will help u develop habbit of Book Reading"
"Pals_96","5","Immensely loved the book. The book talks about things which already know but haven’t yet implemented in our life."
"HIMANSHU","5","a complete transformation of life.
i have become a fan of Mr. Robin Sharma after reading this book
also go for The Monk Who Sold His Ferrari
The Leader Who Had No Title
The Secret Letters And every book of him."
"Harish K Bangera","5","It's an amazing, well written book. Simple and easy to read and learn."
"Avinash Joshi","5","A life changing experience."
"sneha","5","I have read the entire book, it worth your timing , it really help me to be a more better person"
"Dilip D","5","One of The best of Robin Sharma"
"Kalyan","4","Good"
"Shangderpa@1986","4","Worth to read... Learn so many few things."
"Jaishree Purushoth","4","After reading the reviews I was awaiting to read it. It's my first self literature book and couldn't believe that it has greater impact in what we do in our life after we read the author's words. Worth reading it for the betterment of our life."
"Avinash kumar","4","Gyan ki bbaatein, Author linked most of the things as his life learning, Hey bro that all not possible in India"
"siri","5","Wish I could give more stars... This book can be your best friend..teacher!! Thanks a million author!!"
"Ayush Khare","5","Guys.., buy it without any point of contention. Its gives you different lifestyle and unique idea of living.The content have 101 short chapters that motivates you completly. Go for it"
"Amazon Customer","5","I am my very happy that I choose this book and read it full.In each and every chapter their is meaningful stuff which we can keep and grow and make our life happier"
"Praveen M.","4","This is really awesome book,If you want have all sorts of knowledge on Every topics in brief then you should definitely read this."
"Ray","5","Very good"
"jagadeesh","5","Nice delivery by amazon and the quality of pages is not good.the each title is excellent. thanks for amazon.every one must read it."
"Weirdooo_17","5","Robin sharma is a kind of author who is straight and forward.He just wanted the world to be better.I have followed his tips for now over 4-5 months and my mind changed first,then my habits.So, not just buy this book for personal joy.give this book to people who you care ;)"
"Gauthi","5","Super"
"Jay","5","Good book."
"Suanlian Tangpua","5","A very good book to read when you are a bit low. The size of the book is very friendly."
"MARUKURTHI SAI","5","Every page worth reading. One of the best books to develop a life that we always want to live."
"Venugopal Abhay","4","Good book and good insights. Mostly an amalgamation of various techniques to live a better and more prosperous life while being contemt"
"Aruna","5","2.0Life 2.0, Career 2.0, Work 2.0, Balance 2.0, Simplicity 2.0, Promotion 2.0, Retirement 2.0, Service mentality 2.0, Caring 2.0,"
"Sunit Waingankar","3","good product."
"VIVEK MADHUSUDAN SONAR","5","Very good Life lessons. Can read one daily and implement to bring positivity in life. The language is very friendly and easy to understand. All the lessons are short but very effective and hence tempting to read the next ... good work done for all !"
"Pramod Pawar","5","It's the best book. Which opens up our eyes. We should live our life fully. We should enjoy each moment of our life. We shouldn't postpone our happiness."
"rishabhgahlawat","5","Life lessons which are short and effective,you fell happy and some of its lessons give you goos bums."
"EZAZ","5","Fantastic1.book size is very good.2.Chapter wise things have been given.3.It exposes also about many other great books."
"Amazon Customer","5","Reading this book will make you enlightened and help you picture an incisive perception towards your Dream.Must read Book, if you have a huge Dream."
"Virender Kumar","5","It’s one of the must have book in your bookshelf....it give you a different perspective to lead your life...My favourite book"
"SB","5","ROBIN SHARMA never disappoints.hope is all u need in life."
"A K Prasad","5","Logics  brought in story telling manner, very lucid analysis of family values, highly captivating and inspiring"
"Ganesh","4","Beginners book, those who don’t know what to read, just buy this and read to show off.."
"Kamil","5","Very good book. Everyone should study this book for a better life"
"Ishrat H","4","Providing knowledge of very important personalities and the way they got motivations and inspirations."
"Ramesh Singh","4","There are interesting lessons. It is very easy to read because any lesson is not more than 2-3 pages. So, it seems to be very digestible read. Writer uses quotations of well known people to impress on his proposed lesson. A very useful book."
"Amazon Customer","5","Robin sir truly have a taste for quotatios. This book helped me alot in various phrases of my life."
"SUMIT GOYAL","5","A Must Read Book.Robin Sharma Got another Loyal Fan.Just in awe of his writing."
"Ananya chakroborty","4","Good one, with short stories."
"Amazon Customer","5","Started reading after a very long time.. Robin Sharma is a great writer .. this book is a perfect combination of motivational thoughts , the writers own personal experiences and involves a lot of inspirational quotes from the greatest of ppl.."
"Amazon Customer","5","Very good book, should read"
"Srinath Ramachandran","5","Its a fantastic read.. surely makes one think how he has spent his life and what can he do to make both self and a world better place to live"
"Abhishek Singh","5","Should be read one chapter a day in the morning and keep that in your mind the whole day. This will yield the best results."
"jpk","4","As usual, a Robin Sharma kind of book. Very simple to grasp, informative, easy and yet factual"
"ANIKET MISHRA","5","Amazing...Got @98/-"
"Deepak Khadye","5","Awesome content. This book will be in my must read section of self help. I thank Robin for this awesome book. Eagrly waiting for another one."
"thiru","5","hi this book is awesome..must read for everyone who wants to sit analyse the current scenario of their lives and can change the course of ur life in a better prospective before ur life takes a toll on u..thanks for sharing the kniwldge with us MrSharma"
"Amazon Customer","5","Another superb book by Robin Sharma. Just loved it. It's a must read book for everyone who want to have a meaningful life."
"Abu T.","3","amazing book.. but the paper quality is worst.. dts y am nt giving 5 star. Amazon should change the paper quality"
"Rt234","4","Nice binding.."
"Divaom","5","You can change yourself .the only one stopping you is you .just go for it"
"Divya T.","3","Like the book"
"Alka","5","A must have book for becoming a better person than we are today."
"Vivekh Kumar","5","good"
"Abhishek Jain","5","Awesome book by robin sharma. Great inspiration to live your life in a happier way. Simple and beautifuly written. not a story,,each page brings a new lesson.Amazon delivery - fast reliable and convenient, recieved it in a perfect condition.Go for it guys,,its a must read...'"
"Dipz","5","I loved reading it.."
"Anonymous111","5","Very good"
"Pankaj kumar","3","Things u know should do but are not doing..so pay attention on ur doings (behavior, habbits etc) and focus on self improvement and u will not need this book.."
"Fida","5","Excellent book. Very simple language. This is the first time I read a Robin sharma book.. Very inspiring.. Thanks Mr sharma"
"Shiwani rai","5","Received the book in good condition and ontime. Loved the book. It's a must read."
"soumalya","5","fabulous book, along with this book i have got a gift voucher of amazon kindle, amazing"
"bhayji","3","Great"
"Alexander","5","Everything about self improvement in a nutshell. Easy to read. A book for people of all age groups.It is a must for youngsters"
"Angel","5","Nice book....."
"anthati deepak","3","Poor packingContent and impact of thoughts from book not so impressive"
"mandeep","5","Good one...."
"AV7","4","Content: 5 starsPage Quality: 3 StarsPrice: 3 StarsToo expensive for such page quality."
"indu Ramesh","3","I feel I am too old  now to adopt the ways Robin Sharma asks his readers do.May be it will  help younger generation better. But good quotes."
"Harleen kaur","5","Luvv this book... its soo inspiring book .. with each chapter u read u will learn something new lesson for ur lifee ... must read once .."
"Amazon Customer","5","Best Book"
"shylus","4","Don't know whether I can follow everything in this book. But I am sure this book will create impact in my life."
"Masthan Shaik","5","To Make your self worthy and valuable read this one ! Robin Sharma all books are incredible ..."
"Rajiee","5","Everyone should carry this book everywhere."
"Ayan Kumar Barua","5","Awesome book.... Read it in one go.... After reading this book if anyone apply all the instructions in his/her life, his/her life will definitely become better...."
"Praveen Aryal","5","Wonderful self help book. The secret to the peaceful life."
"CHENNI","5","Good"
"Apurva","5","This book is just amazing. If you want to make simple changes to your life and live it to the fullest, this book will only help you reach your aim."
"Vinayak behera","5","Must buy"
"Jayshree","5","Beautifully written book full of wisdom and each line is wonderfully explained.. It is a must read book.just picked up at right time."
"Kindle Customer","5","Really awesome book your life is packed and laminated in this book.more ideals and ethics are there.hats off to author"
"DR.P.MAGESHBABU","5","Good"
"Alok Tripathi","5","Good book."
"datcha","5","The book turns my life !.. must read it"
"Amazon Customer","3","I am rating it 3 because I feel the concepts could have been explained in a more broader fashion. Good for beginners, but if u have read the self help books from the author like Joseph Murphy u r not gng to like this product."
"Suresh Kumar","5","Must read book, very interesting"
"Amazon Customer","4","Enjoyed reading this book. One which you can pick up intermittently and still benefit from the bite-sized tips. Would surely recommend."
"Arun","5","Recommended, Successfully delivered within a day that's the best part. Packaging was good and there were no sign of wear and tear in book."
"Aunam T.","5","Loved this book... its a great read and very inspirational about how to look at life. Excellent work by Robin ."
"Ujjal Das","5","Short book but productive"
"Shiva","4","Nice book.. Discribed every topic is very nice.. Every book lover must read."
"Shreenath Bhosale","5","Many things I started to do which is written in this and it is helping me to develop a wisdom and a great perspective to see our life!"
"Anshuman Dubey","2","Gyan gyan gyan"
"Vishwas","5","Liked it"
"Parthik Kalariya","2","There is nothing extra ordinary in this book.. The Heading is a misleading. There is just 101 ordinary orders like...
1.sleep less
2. Work hard
3.live a life
4. Be cool
Etc... That everyone knows very well"
"Kunal","5","Excellent book for self upliftment !I consider the book as a treasure !Undoubtedly deserves a paanch sitara !"
"Jack","5","Good quality"
"AmazonCustomer","2","But good for beginners with perspective of language"
"Amazon Customer","5","Loved it and feel highly motivated. Must read for everyone who would like to understand the true meaning of living your life."
"sakshi laddha","5","This book is quite interesting..It inspires the person truely..Very fabulous book at it's best price..Hat's off to Robin sharma for writing this book..Amazon had given a great delivery..Nice for the one who really wants some answers from life and who want to inspire themselves and enjoyyy life..!!"
"Tulip","3","Not yet completed reading.I still dont understand though english the phrases in it."
"Bhumika","5","Love it.. A great passtime when u r travelling in local or train!"
"Amazon Customer","5","Its a very good book. The author have highlighted the necessary information.worth buying it.I bought this for 83/-"
"Dipika jain","5","Paper quality is poor otherwise it's nice"
"Amazon Customer","5","Amazing book.... Must read.  This book contains great messeges which can change easily change one's negative thinking and that too in a very easy manner."
"Abhi","4","👍👌"
"Ashish kuri","1","Very worst book, nothing new in this book it's same like alcamist.Never buy books from this seller."
"Dhruv Bhargava","5","Given practices which can be followed in our daily routine.Just read and follow these practices and it will definitely change your life."
"sridhar","5","I LOVE ROBIN SHARMA'S WRITINGS. THEY ALWAYS EXPRESSES DIFFERENT IDEAS AND WE WILL BE BOUND TO THE LIFE STYLE OF GREAT PERSONALITIES AND HE ALWAYS SUGGESTS US TO LEAD OUR LIFE AS SIMPLE AS POSSIBLE. SPIRITUALITY PLAYS A VITAL ROLE IN HIS WRITINGS AND IT GIVES A LOT OF HOPE TO OTHERS IN LIFE."
"Chinraj Shetty","5","Best book I've read till now... Have never been so happy while reading any book till now.... This book walked the path I've travelled, and will help anyone get better and travel the journey of life in a much better way.... One word, awesomeeeeeeeeee....!!"
"Amazon Customer","5","Excellent book. Small changes in life and change the course of life. That's what it teaches. Provided we follow it"
"kitty","4","it makes me see the life as it is and appreciate what we have; Also teaches us to be in the present moment. Living our own life in a happy manner is the key."
"AB","5","A compilation of lessons we all know but forget."
"Ramchandran","5","good"
"Arko Ghosh","5","It's an excellent book. The positiveness in this book encourages me more. Thanks to the writer and also thanks to amazon.in for delivering this book within the proper time."
"Hardeep Singh","5","Great work by Robin... it's like someone is talking to you, holding your hand and taking you to the new world of happiness"
"Amazon Customer","5","This My First Book/Novel And I Am Highly Impressed that I started reading and On The First Book that I Have Purchased..Coming to the Book This Book Is For Those Who want to Change In Their Lifestyle and want to enjoy there life On TOP GEAR.."
"Abhijit Borkar","5","Simple and lucid languageReal life situationsSo easy to relate with my own life and simple yet powerful takeaways"
"Amazon Customer","5","Nice book.i love reading inspirational books daily, even though i have many works to do.."
"Amazon Customer","5","A great book with amazing motivational stuff. Really great ideas that can rekindle your life. A must read for everyone.!"
"NARENDRA","5","Very very good for daily life.  I like"
"Rahul Patel","4","Well, it is actually is in a simple English language which made me easy to understand novel and it is a inspirational story.........."
"Rohith P","5","Everything is possible..... It's a fresh flow of positive energy.... If you can adapt even some of the ideas, it can make a significant change."
"Venkat Taduri","4","Classic collection of various topics which can be implemented in day to day life. Each topic is elaborated in 1 or 2 pages with opt quotations.Friends, I strongly recommend this book as it is not only helpful to us but also handy."
"Rasesh Shah","5","Excellent book."
"Amazon Customer","4","It is good book who wanted to see their career peaks and attitude with others with love and affection altogeter us different world after or while reading. Thanks ti the author fir bringung small points in our life whuch makes lot of differences with family ,friends and society."
"B S S PRASAD","5","Definitely worth buying it..best book that inspires your life.."
"GVSR","5","Short Chapters which keep me engaged...I just read one or two chapters every day and it gives me food for thought and keeps me thinking through the day!Love it!"
"Abdul Hadi","5","As I saw some on who wrote the review as the person will fall in love with himself after reading this book..and ya u r ryt man..I realized this..frm tdy I JUST LOVE MY SELF.."
"Rahul RB","5","One of the best books I could have ever read is this."
"Amazon Customer","4","very beautiful book.... i will suggest everyone to read this book. It consist of lot of small things which can be implemented in our regular life to make our life more meaningful..."
"Mausham","4","It's my first book and help me lot in defining myself... I got interested in my studies again because of this book....."
"Amazon Customer","5","Excellent book"
"Janardhan S","4","good book to read"
"nannu","2","Spam Adam all an all pal"
"Suryasnat Pravat Acharya","5","One of the finest self-help book I have ever read. After reading the book really I felt who will cry when I die.......thanks..."
"Amazon Customer","5","An real knowledge treasure house to lead a meaningful life.Thanks Robin Sharma , for such an awesome book"
"Amazon Customer","3","Ok"
"Shruti verma","5","So much inspiring"
"Srikanta Behera","5","Insights into what life is all about. It is so inspiring. Its a treasure in my library. I would love to visit again and again."
"SHIBANI GHOSH","5","The Book as the name suggests tells us nothing but stark reality-which we generally fail to understand in my lifetime."
"Bala","4","Very good messages and quotes on feeling positiveConnection to the title is not very optJust couldn't stop reading"
"Lakshay Dilawri","5","Full of great wisdom and giving beautiful thoughts to live a more happy and meaningful life. Great work by the author."
"Ritik ojha","5","There is no dislike regarding this philosophical book.Amazing book..go for it without any  trembling thought..."
"Amazon Customer","5","Good"
"Namrata","1","i didnt yet receive the parcel."
"Dhavalkumar","5","book quality is good enough to buy..of course the world knows about quality of contents! so I'll not make any judgement on this!"
"sangeeta","5","All time good book."
"Dinesh Davidson","5","I think I lost this"
"arunreddy","5","Good"
"Arjun Asok","5","Good"
"IamThilakp","4","Good"
"Neha J.","5","Hi"
"Amazon Customer","4","Cool"
"Dileep konkena","5","i don't know who will cry when i die but i will cry if i would not read his book.great i like robin sharma all books."
"Vivek o waghmare","5","Excellent book... I m going to use it as a guide for my daily life."
"Praveen vishwakarma","5","Every chapter will give you energyMust read bookRealistic example has given this book and touched my heart"
"Sunny singh","5","It motivated me , when I lost my motivation to work .. sincere thanks to Robin ... Recommended for everyone"
"Prime 47","5","What a book"
"Ram Krishan Rk","5","With help of this book I have learnt lot of new things also I have applied."
"Naveen vemuri","4","Tells how to live the life"
"PANKAJ SUYAL","5","No words to praise"
"Ajay Kiran","5","Lovely and loveable. Everyone should read this book to make a change."
"Diptam Paul","4","Nice book with great spritual concept, you'll definetly like this book more if you read this book after ""A monk who sold his ferrari""."
"Amazon Customer","5","Amazing book , touched few scalable aspect of life will surely benefit . Will surely recommend to all. Good luck"
"Farheen Phansopkar","5","This book was of great help... The simple way In which it is written makes it even more interestig"
"RAM MOHAN M K","3","Some chapters are good and helpful, while some are not"
"Sathya v","5","a wonderfull book.

ROBIN SHARMA IS GIFTED! WHAT A WORK!
Feels like reading a great man's book

amazon rocks!!!!!!!!!!

SPEEDY DELIVARY"
"jitendra dattatrey khodke","4","Its nice book"
"Amazon Customer","5","Good read"
"Amazon Customer","5","Good Book"
"Poly Biswas","5","Really helpful"
"Lokesh","5","Very knowledgeable and close to ur life, a must read book it can change ur thinking process"
"Amazon Customer","5","Excellent bookI've the habit of marking valid points,descriptions and attractive lines in books which I read but this book making me crazy that it Kindle me to mark all the lines. Having a wonderful experience."
"Advait kulkarni","5","If u want to search purpose of your life,  if you want attain serenity in your life, if you want to simplify your life then it's a must read book"
"Amazon Customer","5","Like  it  very much."
"ashutosh singh","5","Must read"
"YouGoGirl","5","WHAT A LOVELY BOOK. YOU WILL LOVE EVRYTHING ABOUT IT"
"K.B.S","1","Very ordinary book have read this earlier in many self help books nothing special."
"Jey Fed","4","Another good edition"
"vaibhavjee1977","3","Very nice"
"Simran sharma","4","Just in love"
"Ankita","5","Must read book!! I really liked this self help book, which motivates to pursue what you want to be and to become a good person in life."
"Amazon Customer","2","Not a original book"
"Amazon Customer","5","Good book and seller."
"karan bhanushali","5","For the best results apply all learning(chapter) one by one every week or month"
"HIL SHAH","5","Awesome.... Nice bookEveryone has to read once in a life, really you learn something new , and you wish to apply in your routine life.So Grab your copy today , and once again thanks to Amazon!!!!!!"
"Muthu N S","5","I am great fan of robin. His book help of us to move forward in our life with all positive thoughts. Youngsters must read this book."
"SIVA NAGA SAI KIRAN KODIGUDLA","5","Robins work is always best"
"SOURAV ROY","5","Great book"
"S. P. Raj","5","The book that will surely change our life.. Must buy and feel it yourself.. Excellent book."
"Bhavini P.","5","I love the way authors has converted different topics and inspired by the monk who sold his Ferrari. Easy to carry on."
"Maulik Soni","5","This would really help getting successfull in life.... I am practicing some of the topics of the book and I've seen a good positiveity change in my life... Not only with my self but also in the people around me. This positivity is contagious"
"Ramesh Khadake","4","Good book"
"Lalu S Nair","4","Must Read I would say. This book makes you think and changes your view or approach towards things. Make you realize the world around and in turn gives you internal bliss at the end of the day. ~ Lalu Nair"
"Hari kishore","4","Nice read.. The book is compact and the topics covered in this book are crisp and clear.I haven't read ""The Monk who sold his Ferrari"" but heard that  few topics are common between these two books."
"vinay jawa","5","Good book"
"Manaswini Mallick","5","One of d best book I have ever read.. I feel motivated. . I m learning many good things day by day...❤❤❤👍👍👍👍👍"
"Mahima Shukla","5","Good"
"BHAMIDI V S UMAGANESH","5","Daily we should go through one chapter and put into practice.  No mater how we are right now. But I bet, definitely you will be recognized by every one and you will become an ideal person......"
"Aman Joneja","4","One of the best books."
"sabarish","5","Very genuine and helpful. Every one should read at least once. Great ideas shared by him.thanks for him for this book"
"Rishabh","5","Every single page worth reading."
"Kappiyaar","4","Worth Reading in case you want to do something more in life and needs a mentor."
"Amazon Customer","5","Its good"
"Nilesh","3","Pros:
Nice to read - the concept is good.

Cons:
I had more expectations from the book."
"Vitesh","5","If u r depressed this book will motivate u ☺"
"Sandeep","3","Average"
"vikaas","5","Great book..to read...i read all those chapters..which can be helpful for self improvisation...and also gifted to my loved ones and referred many of my friends to read it...""THIS BOOK MUST BE A ALL TIME FAVOURITE & A BOOK TO BE KEPT IN HOME LIBRARY OF EVERYONE..  """
"Pink lover","4","Excellent book.. Easy reading"
"M VINODH KUMAR","5","Nice"
"Amazon Customer","5","Book quality is good. This book is worth reading. The topics covered makes you think about yourself."
"Sandeep Kumar","5","Worth for money"
"Amazon Customer","5","This book i bought for my brother to present him as gift, I read this book twice n still i love to read it, This book talk about basic and practical way aspect of daily life n  to make life best."
"N P Ayya Swamy","5","Good quality"
"Chandan Datta","5","Best book I've ever read..got many valuable life motivating points.. Recommended 2 every1"
"Safar","5","An inspirational book which I read whenever I feel low or NegativeLots of Love And Positivity To You💗💗💗💗"
"Redvin","5","Best self help book, go read it to for your perception on how one must live."
"Amazon Customer","4","do you want some changes in your life? And do you can live life like what you have decided. Then this book will help you to improve your life quality and also self confidence."
"Mohit","3","Nice short takeaways. .. But I would suggest the people to read the leader who had no title and the monk who sold his ferrari.... This book is majorly excerpts from the same..."
"KNB","4","Good"
"pramod","5","Gd bk"
"Indra Prakash Nayak","5","Awesome"
"Vaby","4","My favorite book and I got delivery on time. Packaging is good and product is also in good condition. Best book I ever read."
"Chandan Kumar","5","Best book... This book is all about how you should live, motivate and inspire yourself. Everyone must read this book."
"abhishek sapra designs","5","Awesome, positive, keeps you going"
"Dk","5","Simply great."
"Ravi Kumar","5","Amazing book to read. Helps you to shape up your personal and professional life"
"Shubh Agarwal","5","Loved the book. It consists of short essays that you could implement in your life to grow and make your and others' lives better."
"Shiva","5","Simple and clearly articulated. Its up to us to follow or ignore them. Some of the quotes mentioned are really amazing"
"Gaurav Jangpangi","5","Amazon had provided good servicesAnd the book is one of the best .Thank you Amazon."
"ravi amrani","5","I dont have words for this excellent book. It canged my life completely. OMG! Thank you robin from the depths of my soul"
"Ridham shah","5","When i read other's comment on this book i think it might be the good to read however when i started reading this book i lovein it very much. Thank you #SriRobinSharma and #TeamAmazon for there great delivery facilities."
"Kalyani","5","Loved this book - All Robin Sharmas book's are awesome!"
"Jai Thakur","5","Good life lesson that before going to death bed you live a life fully with happiness and desires. Everyone should read this book.👍👍"
"Prerith","5","The Uniqueness of this book is too damn high!!!1. shows you the path how you to be, to make you more attractive which leads you to your own success, and not just motivational talks2. It means you have practice Path and tricks shown in this book."
"Vivek Manohar Prabhu","4","It is a good read if this is your first book, however lots of repeats if you have read a few of his other books. But do read..."
"Amazon Customer","4","Few of these you do follow in your life already. All you need is the dedication and perseverance to keep it so."
"Bala","5","Good book"
"Amazon Customer","5","Very happy with Amazon.  The book is marvellous. I m an earnest lover of Robin sharma's book."
"Saravana","5","I get this book quickly but there is no package for this book it is very irritating me"
"Pranit","5","Worth to read... It teach like how small changes can change our life.."
